ID,Age,Gender,Education,Country,Ethnicity,Nscore,Escore,Oscore,Ascore,Cscore,Impulsive,SS,Alcohol,Amphet,Amyl,Benzos,Caff,Cannabis,Choc,Coke,Crack,Ecstasy,Heroin,Ketamine,Legalh,LSD,Meth,Mushrooms,Nicotine,Semer,VSA
395,-.07854,.48246,-.05921,.96082,-.31685,-.79151,-.15487,-2.21069,-.60633,1.46191,-1.37983,-2.07848,CL6,CL0,CL0,CL0,CL0,CL0,CL6,CL1,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
396,-.07854,-.48246,-.05921,.96082,-.31685,-1.43907,.63779,-.17779,-.76096,1.81175,.52975,.40148,CL6,CL2,CL1,CL0,CL6,CL1,CL6,CL2,CL1,CL3,CL0,CL2,CL0,CL2,CL1,CL2,CL5,CL0,CL1
397,.49788,-.48246,.45468,.96082,-.31685,.22393,1.2861,-.45174,-1.47955,-.78155,1.86203,1.2247,CL6,CL1,CL1,CL1,CL4,CL2,CL5,CL3,CL0,CL3,CL0,CL0,CL3,CL1,CL0,CL1,CL5,CL0,CL0
398,.49788,.48246,.45468,.96082,-.31685,-1.86962,.63779,-.97631,-.30172,.58489,-.21712,-.52593,CL6,CL0,CL0,CL0,CL6,CL2,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL1,CL0,CL0
399,1.09449,-.48246,-.05921,.96082,-.31685,.13606,.47617,-.84732,-1.47955,.41594,1.29221,1.2247,CL6,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
400,-.07854,.48246,1.16365,.96082,-.31685,-.79151,.32197,.29338,-1.34289,.93949,.88113,-.52593,CL6,CL0,CL0,CL0,CL6,CL5,CL3,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL1
401,1.09449,-.48246,1.16365,.96082,-.31685,-.92104,1.2861,1.43533,.94156,.58489,-.71126,-1.18084,CL1,CL1,CL1,CL0,CL5,CL1,CL6,CL1,CL0,CL1,CL0,CL1,CL0,CL0,CL0,CL1,CL4,CL0,CL1
402,-.07854,.48246,-1.22751,.96082,-.31685,-.14882,-.15487,-1.97495,.59042,.7583,-.71126,-.84637,CL4,CL0,CL0,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
403,1.09449,-.48246,-1.7379,.96082,-.31685,.13606,-1.09207,-.45174,-1.6209,-.65253,1.86203,1.2247,CL5,CL2,CL2,CL0,CL6,CL6,CL6,CL2,CL0,CL2,CL0,CL2,CL2,CL2,CL0,CL2,CL6,CL0,CL0
404,-.95197,-.48246,-.61113,.96082,-.31685,-.92104,-.69509,-.31776,-.60633,-1.25773,.52975,.40148,CL5,CL0,CL0,CL0,CL5,CL5,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
405,-.95197,-.48246,.45468,.96082,-.31685,-1.43907,.63779,-.31776,-.76096,-.40581,-1.37983,-.52593,CL5,CL0,CL0,CL2,CL5,CL5,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
406,1.09449,-.48246,-1.43719,.96082,-.31685,.91093,-.15487,-.17779,-.15487,.25953,.88113,.07987,CL3,CL1,CL1,CL1,CL6,CL6,CL6,CL2,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL1,CL6,CL0,CL1
407,-.95197,.48246,-2.43591,.96082,-.31685,.13606,1.58487,1.88511,1.2861,-.00665,1.29221,.7654,CL5,CL3,CL2,CL3,CL6,CL5,CL6,CL0,CL0,CL3,CL0,CL0,CL4,CL0,CL0,CL3,CL6,CL0,CL0
408,1.09449,.48246,.45468,.96082,-.31685,1.8399,-.94779,1.65653,-.01729,-.40581,.19268,.40148,CL3,CL1,CL0,CL0,CL6,CL6,CL6,CL1,CL0,CL2,CL0,CL0,CL3,CL0,CL0,CL1,CL6,CL0,CL0
409,.49788,-.48246,-1.43719,.96082,.1144,1.37297,-.15487,-.31776,-.30172,-.65253,-.21712,.07987,CL6,CL1,CL1,CL2,CL6,CL6,CL2,CL1,CL1,CL2,CL0,CL0,CL0,CL1,CL0,CL1,CL6,CL0,CL0
410,-.07854,-.48246,.45468,.96082,-.31685,-.67825,.16767,.58331,.13136,-.27607,.19268,-1.54858,CL3,CL1,CL1,CL1,CL6,CL6,CL6,CL1,CL0,CL1,CL0,CL2,CL2,CL1,CL6,CL1,CL6,CL0,CL1
411,.49788,.48246,-.05921,-.57009,-.31685,-1.55078,.80523,.7233,.28783,.58489,-.21712,.40148,CL1,CL1,CL0,CL2,CL6,CL6,CL6,CL1,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL6,CL0,CL0
412,1.09449,-.48246,-1.22751,.96082,-.31685,1.02119,-1.37639,.44585,.94156,-1.38502,.88113,.40148,CL5,CL2,CL0,CL3,CL6,CL6,CL6,CL1,CL0,CL2,CL1,CL2,CL2,CL1,CL6,CL2,CL2,CL0,CL1
413,.49788,.48246,-.61113,-.28519,-.31685,-.46725,-1.50796,.29338,.13136,-1.64101,-.21712,-.84637,CL3,CL0,CL0,CL1,CL3,CL1,CL6,CL1,CL1,CL1,CL0,CL0,CL0,CL1,CL0,CL1,CL1,CL0,CL0
414,-.07854,.48246,.45468,.96082,-.31685,.13606,1.11406,-.97631,.43852,-.27607,-.71126,-.52593,CL6,CL0,CL0,CL0,CL3,CL2,CL6,CL2,CL0,CL2,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
415,.49788,-.48246,-.61113,.96082,-.31685,.04257,-.15487,.7233,.13136,-.40581,-.21712,-.21575,CL5,CL2,CL2,CL2,CL6,CL6,CL5,CL3,CL0,CL2,CL0,CL2,CL2,CL2,CL0,CL2,CL6,CL0,CL0
416,.49788,.48246,-.61113,.96082,-.31685,-1.86962,.32197,-1.11902,-.15487,-.65253,.19268,-.21575,CL6,CL0,CL0,CL0,CL6,CL1,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL1,CL0,CL0
417,-.95197,-.48246,-1.22751,.96082,-.31685,-.58016,-1.09207,-.58331,-2.07848,2.63199,-.21712,.7654,CL6,CL3,CL3,CL0,CL6,CL6,CL6,CL3,CL0,CL3,CL0,CL5,CL4,CL3,CL0,CL3,CL5,CL0,CL0
418,-.95197,-.48246,-.61113,.96082,-.31685,-.05188,-.69509,.29338,-2.21844,-1.25773,.19268,.7654,CL5,CL0,CL3,CL3,CL6,CL6,CL5,CL5,CL0,CL3,CL0,CL4,CL3,CL0,CL0,CL2,CL6,CL0,CL0
419,-.07854,-.48246,-.61113,.96082,-.31685,-.79151,.96248,.14143,-1.07533,-.65253,1.29221,1.92173,CL5,CL2,CL2,CL0,CL5,CL2,CL4,CL2,CL2,CL2,CL0,CL0,CL0,CL2,CL0,CL2,CL2,CL0,CL2
420,-.07854,.48246,1.98437,.96082,-.31685,.31287,.00332,1.06238,-.45321,.41594,-.21712,-.21575,CL6,CL0,CL3,CL0,CL6,CL4,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0,CL0
421,-.07854,-.48246,.45468,.96082,-.31685,.62967,.16767,-.17779,-.30172,.12331,.19268,-.52593,CL6,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
422,-.95197,-.48246,-1.22751,.96082,-.31685,.31287,.80523,-.01928,-.91699,1.13407,.52975,.7654,CL4,CL3,CL0,CL0,CL6,CL6,CL4,CL0,CL0,CL3,CL0,CL3,CL0,CL0,CL0,CL0,CL5,CL0,CL0
423,-.07854,-.48246,-.61113,.96082,-.31685,.31287,-1.7625,-1.42424,-.30172,-.40581,.52975,-.84637,CL5,CL2,CL2,CL0,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
424,.49788,-.48246,-.05921,.96082,-.31685,-.79151,-.15487,-.01928,1.81866,-.65253,-.21712,-1.18084,CL4,CL1,CL1,CL3,CL6,CL6,CL6,CL1,CL0,CL1,CL0,CL0,CL2,CL1,CL1,CL1,CL6,CL0,CL1
425,.49788,.48246,.45468,.96082,.126,-1.05308,.80523,-.71727,1.2861,.93949,-.21712,-.84637,CL6,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
426,1.09449,.48246,1.98437,-.57009,-.31685,.52135,.00332,1.65653,.94156,-.00665,1.29221,.40148,CL3,CL1,CL1,CL1,CL6,CL6,CL6,CL1,CL1,CL2,CL1,CL0,CL2,CL2,CL1,CL2,CL1,CL0,CL1
427,.49788,-.48246,.45468,.96082,-.31685,-.34799,-.30033,.14143,-.30172,-1.64101,-.21712,-.84637,CL6,CL2,CL3,CL0,CL6,CL5,CL5,CL1,CL0,CL3,CL0,CL0,CL3,CL1,CL0,CL2,CL5,CL0,CL0
428,1.09449,-.48246,-1.7379,.96082,-.31685,.22393,.00332,-.31776,-.15487,-.00665,.52975,-.21575,CL5,CL1,CL0,CL3,CL5,CL1,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
429,.49788,-.48246,.45468,-.28519,-.31685,.62967,-.80615,-.17779,-1.34289,-.14277,.88113,.07987,CL6,CL1,CL1,CL1,CL6,CL6,CL5,CL3,CL0,CL3,CL0,CL1,CL3,CL3,CL0,CL4,CL0,CL0,CL2
430,-.07854,.48246,-1.22751,.96082,-.31685,-.92104,-.15487,-2.09015,.28783,.7583,-1.37983,-1.54858,CL5,CL0,CL0,CL3,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
431,-.07854,-.48246,-2.43591,.96082,-.31685,.22393,-.94779,-1.42424,-.76096,-.27607,-.21712,-.21575,CL5,CL1,CL0,CL0,CL6,CL1,CL6,CL0,CL0,CL1,CL0,CL0,CL0,CL1,CL0,CL1,CL6,CL0,CL1
432,-.07854,.48246,-1.22751,.96082,-.31685,.04257,.32197,-.97631,.94156,-1.0145,.19268,-.21575,CL5,CL2,CL1,CL0,CL6,CL2,CL5,CL2,CL0,CL2,CL0,CL2,CL0,CL0,CL0,CL2,CL5,CL0,CL0
433,-.07854,-.48246,.45468,.96082,-.31685,-.24649,-.30033,-1.68062,.28783,.12331,-.71126,-1.18084,CL5,CL0,CL0,CL0,CL5,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
434,1.09449,.48246,-1.7379,.96082,-.31685,.22393,1.93886,-1.11902,1.2861,-.14277,1.86203,.7654,CL6,CL1,CL1,CL0,CL2,CL2,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0
435,-.95197,.48246,.45468,.96082,-.31685,-.14882,.96248,-1.55521,2.23427,1.63088,-.21712,-.52593,CL5,CL0,CL2,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
436,-.07854,.48246,.45468,.96082,-.31685,.04257,.47617,-1.11902,.59042,1.81175,-.71126,-.52593,CL4,CL0,CL0,CL0,CL4,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
437,1.82213,-.48246,-.61113,-.57009,-.31685,-.67825,-.30033,1.06238,1.81866,.7583,-1.37983,-1.18084,CL1,CL0,CL0,CL0,CL2,CL6,CL5,CL1,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,CL0,CL0,CL0
438,1.09449,-.48246,-1.7379,.96082,-.31685,-1.43907,.47617,.29338,-.91699,.41594,.52975,.40148,CL6,CL2,CL2,CL2,CL6,CL6,CL4,CL3,CL5,CL2,CL2,CL0,CL0,CL1,CL1,CL0,CL2,CL0,CL0
439,-.07854,.48246,.45468,-.57009,-.31685,2.82196,-.43999,-.84732,-1.772,-2.04506,.88113,.07987,CL5,CL2,CL0,CL6,CL6,CL2,CL6,CL2,CL2,CL0,CL2,CL0,CL2,CL0,CL2,CL2,CL6,CL0,CL0
440,-.95197,.48246,-.61113,-.57009,-.31685,1.37297,-.30033,.29338,-.15487,-1.78169,.19268,-.21575,CL4,CL0,CL0,CL0,CL5,CL4,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL3
441,.49788,.48246,.45468,.96082,-.31685,-.46725,.47617,-.58331,.76096,1.81175,-.21712,-.52593,CL6,CL0,CL0,CL0,CL6,CL2,CL6,CL2,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL2,CL0,CL0
442,-.95197,.48246,-.61113,.96082,-.31685,-.67825,1.45421,-2.09015,-.01729,.58489,.52975,.07987,CL3,CL0,CL0,CL0,CL5,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
443,-.07854,.48246,1.16365,.96082,-.31685,-.92104,.00332,.29338,-.15487,-.00665,.19268,.07987,CL5,CL2,CL0,CL0,CL6,CL6,CL6,CL3,CL0,CL4,CL0,CL2,CL3,CL2,CL0,CL2,CL6,CL0,CL0
444,.49788,-.48246,-1.7379,.96082,-.31685,.41667,.63779,-.71727,-.76096,-.27607,-.21712,-.21575,CL5,CL0,CL0,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL5,CL0,CL0
445,1.09449,.48246,-.05921,.96082,-.31685,-.46725,.80523,.58331,.13136,.7583,-2.55524,-.84637,CL5,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
446,1.09449,.48246,.45468,.96082,-.31685,1.02119,-.94779,-.58331,-.91699,.41594,-.21712,-1.54858,CL5,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
447,-.07854,.48246,.45468,.96082,-.31685,.22393,-1.09207,.44585,2.75696,-.65253,-.71126,.40148,CL6,CL2,CL2,CL2,CL5,CL3,CL5,CL2,CL0,CL2,CL0,CL2,CL3,CL3,CL3,CL2,CL6,CL0,CL0
448,-.07854,-.48246,1.16365,.96082,-.31685,.04257,-.15487,-.84732,-.76096,-1.13788,1.29221,.07987,CL6,CL2,CL1,CL0,CL6,CL2,CL6,CL2,CL0,CL2,CL0,CL0,CL2,CL0,CL0,CL2,CL6,CL0,CL0
449,-.95197,.48246,-.61113,.96082,-.31685,1.13281,1.45421,1.06238,-1.772,-.89891,1.29221,1.2247,CL5,CL0,CL2,CL3,CL6,CL3,CL5,CL0,CL0,CL2,CL0,CL0,CL3,CL4,CL0,CL3,CL5,CL0,CL0
450,-.95197,-.48246,.45468,.96082,-.31685,-.34799,.63779,.44585,-.30172,.7583,-.21712,.07987,CL5,CL3,CL3,CL0,CL3,CL3,CL6,CL3,CL0,CL4,CL0,CL4,CL3,CL3,CL3,CL3,CL0,CL0,CL0
451,-.95197,.48246,.45468,.96082,-.31685,.73545,-.15487,-.84732,.59042,-1.0145,.52975,.07987,CL5,CL2,CL2,CL2,CL6,CL5,CL4,CL2,CL2,CL2,CL0,CL2,CL2,CL0,CL0,CL2,CL6,CL0,CL0
452,-.95197,.48246,1.16365,.96082,-.31685,-1.1943,.80523,-.84732,-.15487,.7583,.19268,-.52593,CL5,CL0,CL0,CL0,CL4,CL2,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
453,.49788,.48246,.45468,.96082,-.31685,-.14882,-.15487,.14143,.13136,.93949,-1.37983,.07987,CL5,CL0,CL0,CL0,CL3,CL2,CL6,CL2,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0
454,-.07854,-.48246,.45468,.96082,-.31685,1.23461,-1.7625,-.31776,.13136,.41594,-1.37983,-.21575,CL5,CL2,CL3,CL0,CL4,CL3,CL5,CL0,CL0,CL2,CL0,CL2,CL2,CL0,CL0,CL2,CL2,CL0,CL0
455,1.09449,-.48246,1.98437,.96082,-.31685,-.14882,-.57545,.88309,-.76096,-.27607,1.86203,.7654,CL6,CL6,CL2,CL5,CL6,CL6,CL6,CL3,CL2,CL3,CL5,CL2,CL4,CL4,CL5,CL3,CL4,CL0,CL1
456,-.95197,.48246,.45468,.96082,-.31685,.82562,-.80615,.7233,-.76096,-2.57309,.88113,-.21575,CL6,CL3,CL3,CL0,CL6,CL3,CL5,CL0,CL0,CL2,CL0,CL0,CL4,CL0,CL0,CL0,CL5,CL0,CL0
457,.49788,-.48246,.45468,.96082,-.31685,1.60383,-.43999,.29338,-2.21844,-.65253,.88113,.40148,CL6,CL3,CL1,CL4,CL6,CL4,CL6,CL3,CL1,CL3,CL3,CL2,CL2,CL2,CL1,CL2,CL6,CL0,CL1
458,.49788,.48246,1.16365,.96082,-.31685,-.46725,-.57545,.14143,.59042,.7583,-1.37983,-2.07848,CL5,CL0,CL0,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
459,-.95197,.48246,.45468,.96082,-.31685,.62967,.00332,.14143,.59042,.12331,-.21712,.07987,CL6,CL4,CL2,CL0,CL6,CL6,CL6,CL2,CL0,CL4,CL0,CL4,CL4,CL3,CL0,CL3,CL6,CL0,CL0
460,-.07854,-.48246,1.16365,.96082,-.31685,.91093,1.2861,1.88511,-2.5383,-.40581,.52975,.07987,CL4,CL3,CL0,CL0,CL6,CL4,CL6,CL2,CL0,CL3,CL0,CL4,CL3,CL3,CL3,CL3,CL5,CL0,CL0
461,-.95197,.48246,.45468,.96082,-.31685,1.23461,-1.37639,1.24033,-1.772,.25953,.88113,.07987,CL6,CL3,CL3,CL4,CL6,CL5,CL6,CL3,CL0,CL2,CL3,CL5,CL3,CL2,CL3,CL2,CL6,CL0,CL0
462,-.95197,-.48246,-.61113,.96082,-.31685,1.49158,-1.37639,-2.63199,1.81866,-1.25773,.52975,-1.18084,CL5,CL0,CL2,CL0,CL6,CL2,CL4,CL0,CL0,CL3,CL0,CL0,CL2,CL0,CL0,CL2,CL0,CL0,CL0
463,.49788,-.48246,-.61113,.96082,-.31685,.82562,.47617,1.43533,.13136,-2.30408,1.29221,1.2247,CL3,CL2,CL2,CL1,CL6,CL2,CL6,CL2,CL0,CL2,CL0,CL0,CL2,CL1,CL0,CL1,CL6,CL0,CL1
464,1.09449,-.48246,-1.22751,.96082,-.31685,1.02119,-.94779,-.58331,1.45039,-1.25773,-.21712,.40148,CL6,CL1,CL2,CL0,CL6,CL1,CL3,CL1,CL0,CL0,CL0,CL0,CL1,CL1,CL0,CL1,CL3,CL0,CL1
465,-.95197,.48246,.45468,.96082,-.31685,.31287,-.80615,1.06238,.76096,.93949,.19268,-.21575,CL5,CL2,CL2,CL3,CL5,CL3,CL5,CL0,CL0,CL2,CL0,CL0,CL2,CL3,CL3,CL3,CL6,CL0,CL0
466,-.95197,.48246,1.16365,.96082,-.31685,1.37297,-1.09207,-.01928,-.45321,-.40581,1.29221,.7654,CL5,CL0,CL2,CL0,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
467,-.95197,.48246,.45468,.96082,-.50212,.31287,.63779,1.06238,1.11406,-.27607,-.71126,.7654,CL0,CL2,CL0,CL2,CL6,CL6,CL5,CL0,CL0,CL3,CL0,CL0,CL2,CL0,CL0,CL2,CL6,CL0,CL2
468,1.09449,-.48246,.45468,.96082,-.31685,.22393,.00332,1.24033,-.01729,1.46191,-.21712,-.21575,CL6,CL1,CL1,CL0,CL2,CL1,CL5,CL1,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL1,CL2,CL0,CL0
469,.49788,-.48246,.45468,.96082,-.31685,-.05188,.16767,-.71727,-.30172,.12331,-1.37983,-1.18084,CL6,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
470,-.07854,-.48246,.45468,.96082,-.31685,-1.1943,1.74091,1.43533,.76096,-.00665,.88113,1.2247,CL5,CL3,CL2,CL0,CL6,CL3,CL5,CL3,CL0,CL3,CL0,CL0,CL2,CL3,CL0,CL2,CL6,CL0,CL0
471,1.09449,.48246,-1.7379,-.57009,-.31685,2.82196,-1.6334,-1.42424,1.61108,-2.04506,-.21712,.07987,CL3,CL1,CL1,CL6,CL6,CL1,CL6,CL1,CL1,CL1,CL2,CL0,CL0,CL1,CL6,CL0,CL6,CL0,CL0
472,-.95197,.48246,.45468,.96082,-.31685,.13606,.80523,.29338,-.15487,.7583,-.71126,-.84637,CL4,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
473,-.95197,-.48246,1.16365,.96082,-.22166,-.92104,2.57309,1.06238,1.11406,2.33337,-.21712,.40148,CL5,CL2,CL2,CL2,CL6,CL6,CL5,CL2,CL0,CL3,CL0,CL0,CL2,CL3,CL0,CL3,CL6,CL0,CL0
474,-.95197,.48246,-2.43591,.96082,-.31685,.31287,.00332,-.17779,1.2861,-.00665,.19268,-.21575,CL5,CL2,CL2,CL2,CL6,CL3,CL5,CL2,CL2,CL2,CL2,CL0,CL2,CL2,CL2,CL0,CL6,CL0,CL2
475,.49788,.48246,-.61113,-.57009,-.31685,1.37297,.00332,-.45174,-.76096,-.52745,.88113,-.21575,CL2,CL0,CL0,CL3,CL6,CL6,CL5,CL2,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL6,CL0,CL0
476,1.82213,.48246,.45468,.96082,.126,-.24649,.96248,.14143,-.15487,.41594,-1.37983,-2.07848,CL6,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
477,1.09449,.48246,.45468,-.57009,-.31685,-1.1943,.96248,-.45174,.76096,.93949,-.71126,-.84637,CL3,CL1,CL0,CL0,CL6,CL6,CL4,CL1,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,CL1,CL0,CL0
478,.49788,-.48246,.45468,.96082,-.31685,1.72012,-.94779,.58331,-1.772,-.40581,.19268,-.84637,CL6,CL0,CL0,CL0,CL6,CL2,CL3,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL3
479,.49788,.48246,-.05921,.96082,-.31685,1.49158,-.69509,-.71727,-1.21213,-1.25773,1.29221,.7654,CL6,CL0,CL1,CL6,CL6,CL2,CL5,CL3,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
480,-.07854,.48246,.45468,.96082,-.31685,.41667,.80523,-.31776,.94156,.58489,-.21712,.07987,CL6,CL0,CL0,CL0,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
481,-.07854,.48246,1.16365,-.09765,-.31685,.41667,-.43999,1.43533,1.45039,.25953,.19268,.40148,CL6,CL0,CL0,CL2,CL6,CL2,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0
482,-.95197,-.48246,-.61113,-.57009,-.31685,1.13281,-.80615,-.17779,-1.34289,-.65253,-1.37983,-.84637,CL3,CL3,CL0,CL3,CL6,CL3,CL4,CL3,CL0,CL3,CL3,CL3,CL3,CL3,CL3,CL3,CL6,CL0,CL0
483,.49788,.48246,.45468,-.09765,-.31685,1.02119,.16767,.29338,-.15487,.58489,.19268,.40148,CL6,CL2,CL1,CL6,CL6,CL3,CL5,CL2,CL0,CL2,CL1,CL1,CL0,CL1,CL2,CL1,CL6,CL0,CL0
484,.49788,-.48246,-.61113,.96082,-.31685,-.67825,-.15487,.29338,.13136,1.63088,-.71126,-.21575,CL0,CL1,CL0,CL0,CL6,CL6,CL2,CL1,CL0,CL1,CL1,CL0,CL0,CL1,CL0,CL1,CL3,CL0,CL1
485,-.07854,.48246,.45468,.96082,-.31685,1.23461,.47617,1.43533,.28783,.93949,.19268,-.84637,CL2,CL0,CL2,CL2,CL5,CL6,CL5,CL0,CL0,CL4,CL0,CL3,CL2,CL0,CL0,CL3,CL3,CL0,CL0
486,.49788,.48246,-1.7379,.96082,-.31685,-.58016,.96248,-.58331,.76096,-.27607,-1.37983,-1.18084,CL4,CL1,CL1,CL0,CL6,CL6,CL6,CL1,CL0,CL1,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
487,1.09449,.48246,-1.7379,.96082,-.31685,-.46725,.32197,-1.55521,1.11406,-.78155,-1.37983,-.84637,CL6,CL0,CL1,CL0,CL6,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
488,-.07854,-.48246,-1.22751,-.28519,-.31685,1.49158,-1.6334,1.06238,-.76096,-1.38502,-.71126,-1.18084,CL5,CL5,CL0,CL2,CL6,CL5,CL4,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0,CL0,CL5,CL0,CL1
489,.49788,.48246,-1.22751,-.57009,-.31685,1.8399,-1.7625,1.24033,-1.07533,.25953,.19268,-.52593,CL4,CL0,CL0,CL6,CL6,CL6,CL6,CL1,CL1,CL0,CL1,CL0,CL0,CL1,CL0,CL1,CL6,CL0,CL0
490,-.07854,-.48246,-1.7379,.96082,-.31685,.41667,-1.37639,.14143,.76096,-.40581,-.21712,1.2247,CL6,CL3,CL2,CL2,CL6,CL6,CL6,CL3,CL0,CL3,CL0,CL0,CL3,CL0,CL0,CL2,CL3,CL0,CL2
491,-.95197,-.48246,-2.43591,.96082,-.31685,1.98437,-1.37639,.29338,-1.92595,-1.64101,-.21712,.07987,CL3,CL0,CL0,CL0,CL0,CL6,CL4,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0
492,-.95197,-.48246,-.61113,.96082,-.31685,-1.05308,1.11406,.88309,-1.34289,-1.38502,-.71126,1.2247,CL5,CL0,CL0,CL0,CL6,CL6,CL5,CL3,CL0,CL4,CL0,CL3,CL4,CL4,CL0,CL4,CL5,CL0,CL0
493,1.09449,.48246,-.05921,.96082,-.31685,.62967,.80523,.44585,-.30172,-.78155,1.29221,1.92173,CL5,CL1,CL1,CL1,CL6,CL6,CL5,CL1,CL1,CL1,CL1,CL0,CL0,CL1,CL1,CL1,CL6,CL0,CL0
494,-.95197,-.48246,-1.22751,.96082,-.31685,-.92104,.47617,.44585,.59042,-.00665,.19268,.40148,CL6,CL2,CL2,CL0,CL5,CL6,CL4,CL3,CL0,CL4,CL0,CL2,CL3,CL0,CL0,CL3,CL4,CL0,CL2
495,-.95197,-.48246,-.05921,.96082,-.31685,.52135,-.57545,.88309,-.01729,.25953,.88113,.7654,CL5,CL0,CL4,CL4,CL6,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0,CL0,CL6,CL0,CL0
496,-.95197,-.48246,-.61113,.96082,-.31685,.73545,-1.6334,.88309,-1.21213,-1.64101,-1.37983,-.52593,CL6,CL0,CL0,CL0,CL6,CL3,CL5,CL0,CL0,CL5,CL0,CL3,CL3,CL4,CL0,CL4,CL6,CL0,CL0
